name,establishment,address,city,locality,latitude,longitude,locality_verbose,cuisines,timings,average_cost_for_two,price_range,highlights,aggregate_rating,rating_text,votes,photo_count,delivery,takeaway
Ricos,Cafe,"2526, 1st Floor, Hudson Lane, Kingsway Camp, Delhi University-GTB Nagar, New Delhi",New Delhi,Delhi University-GTB Nagar,28.69475368,77.20421545,"Delhi University-GTB Nagar, New Delhi","Cafe, Continental, American, Italian, Mexican",11 AM to 11 PM,900,2,"Takeaway Available', 'Debit Card', 'Lunch', 'Dinner', 'Cash', 'Credit Card', 'No Alcohol Available', 'Table booking not available', 'Kid Friendly', 'Indoor Seating', 'Air Conditioned",4.3,Very Good,5987,9599,-1,-1
Wood Box Cafe,Cafe,"2521, Ground Floor, Hudson Lane, Delhi University-GTB Nagar, New Delhi",New Delhi,Delhi University-GTB Nagar,28.69506101,77.20420573,"Delhi University-GTB Nagar, New Delhi","Cafe, Italian, Chinese, Beverages",11 A.M. to 11 P.M.,750,2,"Takeaway Available', 'Debit Card', 'Dinner', 'Cash', 'Credit Card', 'Lunch', 'Delivery', 'Indoor Seating', 'Air Conditioned",4.2,Very Good,2072,3802,1,-1
Jugmug Thela,Cafe,"Shed 4, Khasra 258, Behind Kuldeep House, Lane 3, Westend Marg, Saidulajab, Near Saket, New Delhi",New Delhi,"Champa Gali, Saket",28.51737275,77.19984513,"Champa Gali, Saket, New Delhi",Cafe,11 AM to 8 PM,600,2,"Lunch', 'Cash', 'Takeaway Available', 'Debit Card', 'Dinner', 'Delivery', 'Credit Card', 'Outdoor Seating', 'Digital Payments Accepted', 'Wheelchair Accessible', 'Indoor Seating', 'Air Conditioned', 'Smoking Area",4,Very Good,1057,1723,-1,-1
Perch Wine & Coffee Bar,Cafe,"71, 1st Floor, Khan Market, New Delhi",New Delhi,Khan Market,28.60010899,77.22633228,"Khan Market, New Delhi","Cafe, European",8AM to 12Midnight (Mon-Sun),2000,4,"Dinner', 'Cash', 'Credit Card', 'Lunch', 'Takeaway Available', 'Breakfast', 'Debit Card', 'Indoor Seating', 'Wifi', 'Brunch', 'Fullbar', 'Air Conditioned', 'Smoking Area",4.2,Very Good,1234,1478,-1,-1
The Hudson Cafe,Cafe,"2524, 1st Floor, Hudson Lane, Delhi University-GTB Nagar, New Delhi",New Delhi,Delhi University-GTB Nagar,28.69491337,77.20413163,"Delhi University-GTB Nagar, New Delhi","Cafe, Italian, Continental, Chinese, Beverages",12 Noon to 11 PM,900,2,"No Alcohol Available', 'Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Lunch', 'Credit Card', 'Live Sports Screening', 'Digital Payments Accepted', 'Indoor Seating', 'Table booking not available', 'Air Conditioned', 'Wifi",4.2,Very Good,3172,11046,-1,-1
Cafe Tesu,Cafe,"Essex Farms, 4, Sri Aurobindo Marg, Vijay Mandal Enclave, Adchini, New Delhi",New Delhi,"Essex Farms, Adchini",28.54387262,77.20134549,"Essex Farms, Adchini, New Delhi","Cafe, Mediterranean, Sushi",8 AM to 11:30 PM,1400,3,"Dinner', 'Cash', 'Credit Card', 'Debit Card', 'Lunch', 'Serves Alcohol', 'Takeaway Available', 'Breakfast', 'Outdoor Seating', 'Beer', 'Serves Cocktails', 'Air Conditioned', 'Wine', 'Indoor Seating', 'Table Reservation Not Required",4.2,Very Good,976,1659,-1,-1
Soho Bistro & Cafe,Cafe,"Khasra 264, Ground Floor, Westend Marg, Saidulajab, Saket, New Delhi",New Delhi,Saket,28.5174081,77.19797261,"Saket, New Delhi","Cafe, Continental, European","8 AM to 11 PM (Mon-Fri), 8 AM to 11:30 PM (Sat-Sun)",1400,3,"Dinner', 'Credit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Debit Card', 'Board Games', 'Indoor Seating', 'Air Conditioned', 'Wifi', 'Brunch', 'Outdoor Seating', 'Table booking recommended', 'All Day Breakfast",4.3,Very Good,1091,1491,-1,-1
The Coffee Bean & Tea Leaf,Cafe,"1st Floor, Select Citywalk Mall, Saket, New Delhi",New Delhi,"Select Citywalk Mall, Saket",28.5286193,77.2195778,"Select Citywalk Mall, Saket, New Delhi",Cafe,9 AM to 11 PM,700,2,"Credit Card', 'No Alcohol Available', 'Breakfast', 'Mall Parking', 'Cash', 'Debit Card', 'Takeaway Available', 'Air Conditioned', 'Table Reservation Not Required', 'Indoor Seating', 'Wifi', 'Wheelchair Accessible",4,Very Good,929,827,-1,-1
Sambookas,Cafe,"Shop 6&7, Hudson Lane, Delhi University-GTB Nagar, New Delhi",New Delhi,Delhi University-GTB Nagar,28.69410989,77.2048223,"Delhi University-GTB Nagar, New Delhi","Cafe, Continental, Italian",11 AM to 11 PM,800,2,"Lunch', 'Takeaway Available', 'Debit Card', 'No Alcohol Available', 'Dinner', 'Cash', 'Delivery', 'Credit Card', 'Breakfast', 'Board Games', 'Live Entertainment', 'Indoor Seating', 'Digital Payments Accepted', 'Table Reservation Not Required', 'Axis Bank - Dining Delights', 'Wifi', 'All Day Breakfast', 'Free Parking', 'Live Sports Screening', 'Air Conditioned', 'Kid Friendly",4.3,Very Good,1051,3298,1,-1
Blue Tokai Coffee Roasters,Cafe,"Khasra 258, Lane 3, Westend Marg, Saidulajab, Saket, New Delhi",New Delhi,"Champa Gali, Saket",28.51731147,77.20003691,"Champa Gali, Saket, New Delhi","Cafe, Coffee",7:30am to 10pm (Mon-Sun),900,2,"Lunch', 'Delivery', 'Credit Card', 'Debit Card', 'Dinner', 'Cash', 'Takeaway Available', 'Breakfast', 'Free Parking', 'Air Conditioned', 'Pet Friendly', 'Wheelchair Accessible', 'Indoor Seating', 'Smoking Area', 'Wifi",4.1,Very Good,1245,1944,-1,-1
Hippie Bus World's Street Food,Cafe,"Terrace, Sikka Galaxy Complex, Sreshtha Vihar Market, Anand Vihar, New Delhi",New Delhi,Anand Vihar,28.65748711,77.31734231,"Anand Vihar, New Delhi",Cafe,9am to 11pm (Mon-Sun),700,2,"Dinner', 'Delivery', 'Credit Card', 'Debit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Rooftop', 'Axis Bank - Dining Delights', 'Digital Payments Accepted",4.4,Very Good,853,2353,1,-1
The Grammar Room,Cafe,"6-8 kalka das marg, mehrauli, delhi",New Delhi,Mehrauli,28.52587568,77.18422394,"Mehrauli, New Delhi",Cafe,"10 AM to 12 Midnight (Mon, Wed-Sun), Tue Closed",2000,4,"Lunch', 'Credit Card', 'Debit Card', 'Dinner', 'Cash', 'Breakfast', 'Board Games', 'Outdoor Seating', 'Beer', 'Air Conditioned', 'Smoking Area', 'Gluten Free Options', 'Nightlife', 'Wine', 'Indoor Seating', 'Wifi', 'Vegan Options",4.3,Very Good,816,694,-1,-1
Indian Coffee House,Cafe,"2nd Floor, Mohan Singh Place, Connaught Place, New Delhi",New Delhi,Connaught Place,28.63114063,77.21595917,"Connaught Place, New Delhi","Cafe, Fast Food, South Indian",9 AM to 9 PM,250,1,"Lunch', 'Takeaway Available', 'Dinner', 'Cash', 'Breakfast', 'Outdoor Seating', 'Table Reservation Not Required', 'Indoor Seating",3.6,Good,1608,884,-1,-1
The Coffee Shop,Cafe,"8, PVR Anupam Complex, Community Centre",New Delhi,"PVR Anupam Complex, Saket",28.5228695,77.20790751,"PVR Anupam Complex, Saket, New Delhi","Cafe, Italian",9 AM to 12 Midnight,1500,3,"Delivery', 'Breakfast', 'Dinner', 'Lunch', 'Credit Card', 'Cash', 'Takeaway Available', 'Debit Card', 'Air Conditioned', 'Wifi', 'All Day Breakfast', 'Wine', 'Beer', 'Table booking not available', 'Indoor Seating",4.2,Very Good,689,1195,-1,-1
The Sweeet Jar,Cafe,"SG 61-62, Aditya Mega Mall, Karkardooma, New Delhi",New Delhi,Karkardooma,28.65629292,77.3014985,"Karkardooma, New Delhi","Cafe, Bakery, Chinese, Italian",11 AM to 11 PM,800,2,"Dinner', 'Delivery', 'Credit Card', 'Debit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Breakfast', 'Indoor Seating', 'Air Conditioned', 'Digital Payments Accepted', 'Desserts and Bakes",4.2,Very Good,646,1153,1,-1
How You Brewing?,Cafe,"E-125, Near Tagore International School, Amar Colony, Lajpat Nagar 4, New Delhi",New Delhi,Lajpat Nagar 4,28.55965938,77.24325467,"Lajpat Nagar 4, New Delhi","Cafe, Continental, Italian",9 AM to 11 PM,600,2,"Credit Card', 'Lunch', 'No Alcohol Available', 'Takeaway Available', 'Cash', 'Breakfast', 'Dinner', 'Delivery', 'Wifi', 'Indoor Seating', 'Table reservation required', 'Air Conditioned",4,Very Good,667,962,1,-1
The Turkey Project,Cafe,"Shop C 27, DDA Complex, Opposite Moolchand Hospital, Defence Colony, New Delhi",New Delhi,Defence Colony,28.56688095,77.23384716,"Defence Colony, New Delhi","Cafe, Italian, Coffee",12noon to 11:30pm (Mon-Sun),500,2,"Debit Card', 'Dinner', 'Delivery', 'Credit Card', 'Lunch', 'Cash', 'Wine', 'Indoor Seating', 'Air Conditioned', 'Beer', 'Table booking recommended",4.2,Very Good,528,453,1,-1
The Branch Cafe,Cafe,"E-23, 3rd Floor, South Extension 2, New Delhi",New Delhi,South Extension 2,28.56801167,77.21946314,"South Extension 2, New Delhi","Cafe, Mexican, Continental, Italian, North Indian",12:30 PM to 11 PM,1000,3,"Dinner', 'Takeaway Available', 'Debit Card', 'Lunch', 'Serves Alcohol', 'Cash', 'Delivery', 'Credit Card', 'Fullbar', 'Beer', 'Serves Cocktails', 'Air Conditioned', 'Axis Bank - Dining Delights', 'Private Dining Area Available', 'Wifi', 'Wine', 'Indoor Seating', 'Kid Friendly', 'Smoking Area', 'Desserts and Bakes",4.3,Very Good,458,792,-1,-1
Coffee Bond,Cafe,"Shop 4, Uday Park Shopping Complex, Uday Park, New Delhi",New Delhi,Uday Park,28.5602566,77.2181031,"Uday Park, New Delhi","Cafe, Coffee",8am to 11pm (Mon-Sun),700,2,"Credit Card', 'Debit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Dinner', 'Outdoor Seating', 'Digital Payments Accepted', 'Wifi', 'All Day Breakfast', 'Indoor Seating', 'Air Conditioned', 'Smoking Area",4.3,Very Good,421,644,1,-1
The Minnions Cafe,Cafe,"712, West Guru Angad Nagar, Laxmi Nagar, New Delhi",New Delhi,Laxmi Nagar,28.63912502,77.27916308,"Laxmi Nagar, New Delhi",Cafe,"11am to 10:30pm (Mon, Sun), 11am to 11pm (Tue-Sat)",600,2,"No Alcohol Available', 'Takeaway Available', 'Dinner', 'Lunch', 'Credit Card', 'Debit Card', 'Delivery', 'Cash', 'Air Conditioned', 'Table booking recommended', 'Live Sports Screening', 'Wifi', 'Indoor Seating', 'Free Wifi', 'Digital Payments Accepted', 'Board Games', 'Axis Bank - Dining Delights",4.2,Very Good,471,900,1,-1
Cafe Yell,Cafe,"35, Ground Floor, Defence Colony Main Market, Defence Colony, New Delhi",New Delhi,"Defence Colony Main Market, Defence Colony",28.57371366,77.23022517,"Defence Colony Main Market, Defence Colony, New Delhi","Cafe, Continental, Italian","11AM to 11:30PM (Mon-Fri),8:45AM to 11:30PM (Sat-Sun)",1000,3,"Dinner', 'Cash', 'Takeaway Available', 'Breakfast', 'Lunch', 'Credit Card', 'Debit Card', 'Indoor Seating', 'Air Conditioned', 'Free Wifi', 'Table Reservation Not Required', 'Wifi",4.2,Very Good,451,1049,1,-1
The Coffee Bean & Tea Leaf,Cafe,"62, Middle Lane, Khan Market, New Delhi",New Delhi,Khan Market,28.60011841,77.22688951,"Khan Market, New Delhi","Cafe, Fast Food",8 AM to 11 PM,700,2,"Cash', 'Credit Card', 'No Alcohol Available', 'Breakfast', 'Debit Card', 'Takeaway Available', 'Air Conditioned', 'Wifi', 'Indoor Seating",3.9,Good,436,429,1,-1
2Tree Coffee,Cafe,"4, 3rd Floor, PVR Anupam Complex, Community Centre, Saket, New Delhi",New Delhi,"PVR Anupam Complex, Saket",28.52335291,77.20759504,"PVR Anupam Complex, Saket, New Delhi","Cafe, Pizza, Fast Food, Beverages",10am to 10pm (Mon-Sun),700,2,"Dinner', 'Credit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Debit Card', 'Indoor Seating', 'Air Conditioned', 'Wifi', 'Desserts and Bakes', 'Digital Payments Accepted",4.5,Excellent,351,760,-1,-1
Cravity,Cafe,"A-15A/1, Hauz Khas, New Delhi",New Delhi,Hauz Khas,28.55316856,77.20802352,"Hauz Khas, New Delhi","Cafe, Bakery",9AM to 10:30PM (Mon-Sun),1200,3,"Dinner', 'Delivery', 'Credit Card', 'Debit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Breakfast', 'Indoor Seating', 'Air Conditioned', 'Table booking recommended', 'Desserts and Bakes",4.3,Very Good,379,843,1,-1
Café Pluck - Pullman New Delhi Aerocity,Cafe,"Pullman New Delhi Aerocity, Asset 2, Hospitality District, Aerocity, New Delhi",New Delhi,"Pullman New Delhi Aerocity, Aerocity",28.554529,77.1240222,"Pullman New Delhi Aerocity, Aerocity, New Delhi","Cafe, Continental, Desserts",24 Hours,2000,4,"Dinner', 'Serves Alcohol', 'Cash', 'Takeaway Available', 'Breakfast', 'Lunch', 'Credit Card', 'Debit Card', 'Valet Parking Available', 'Indoor Seating', 'Digital Payments Accepted', 'Wheelchair Accessible', 'Desserts and Bakes', 'Fullbar', '4/5 Star', 'Table booking recommended', 'Air Conditioned', 'Smoking Area', 'Wifi",4.2,Very Good,339,487,-1,-1
NicoCaara,Cafe,"215, 2nd Floor, Chanakya Mall, Chanakyapuri, New Delhi",New Delhi,"Chanakya Mall, Chanakyapuri",28.58425587,77.19057508,"Chanakya Mall, Chanakyapuri, New Delhi","Continental, Healthy Food","10 AM to 10 PM (Mon-Thu), 10 AM to 11 PM (Fri-Sun)",1800,3,"Credit Card', 'Debit Card', 'Lunch', 'Mall Parking', 'Delivery', 'Takeaway Available', 'Breakfast', 'Dinner', 'Cash', 'Gluten Free Options', 'Fullbar', 'Table booking recommended', 'Vegan Options', 'Desserts and Bakes', 'Indoor Seating', 'Air Conditioned",4.1,Very Good,235,240,1,-1
Blue Tokai Coffee Roasters,Cafe,"PVR Priya Complex, Basant Lok Market, Vasant Vihar, New Delhi",New Delhi,"Basant Lok Market, Vasant Vihar",28.55771079,77.16459453,"Basant Lok Market, Vasant Vihar, New Delhi",Cafe,7:30am to 10pm (Mon-Sun),400,1,"Dinner', 'Cash', 'Lunch', 'Takeaway Available', 'Indoor Seating', 'Air Conditioned",4,Very Good,224,205,-1,-1
Blue Tokai Coffee Roasters,Cafe,"A-15A Front, Hauz Khas, New Delhi",New Delhi,Hauz Khas,28.55289821,77.20782939,"Hauz Khas, New Delhi","Cafe, Coffee",9am to 10pm (Mon-Sun),900,2,"Cash', 'Delivery', 'Credit Card', 'Debit Card', 'Lunch', 'Dinner', 'Takeaway Available', 'Breakfast', 'Air Conditioned', 'Wheelchair Accessible', 'Free Parking', 'Table Reservation Not Required', 'Smoking Area', 'Wifi', 'Indoor Seating",3.9,Good,181,295,-1,-1
Espress-o-Ville,Cafe,"S 349, Opposite Chandan Market, Greater Kailash 2 (GK2), New Delhi",New Delhi,Greater Kailash 2 (GK2),28.53083913,77.24564854,"Greater Kailash 2 (GK2), New Delhi","Cafe, Italian, Salad",9:30am to 11pm (Mon-Sun),700,2,"Lunch', 'Cash', 'Takeaway Available', 'Breakfast', 'Dinner', 'Delivery', 'Credit Card', 'Debit Card', 'Free Parking', 'Free Wifi', 'Indoor Seating', 'Air Conditioned",3.9,Good,164,324,1,-1
Selfie Swag Cafe,Cafe,"Pacific Mall, Tagore Garden, New Delhi",New Delhi,"Pacific Mall, Tagore Garden",28.6416759,77.10670542,"Pacific Mall, Tagore Garden, New Delhi","Cafe, Fast Food, Burger",11 AM to 11 PM,750,2,"Lunch', 'Mall Parking', 'Delivery', 'Dinner', 'Cash', 'Takeaway Available', 'Outdoor Seating', 'Digital Payments Accepted', 'Indoor Seating', 'Air Conditioned",4,Very Good,157,218,1,-1
Cafe E,Cafe,"151, Ground Floor, DLF Emporio Mall, Nelson Mandela Marg, Vasant Kunj, New Delhi",New Delhi,"DLF Emporio Mall, Vasant Kunj",28.54305796,77.15635847,"DLF Emporio Mall, Vasant Kunj, New Delhi","Cafe, Continental, Salad",11 AM to 9 PM,1700,3,"Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Lunch', 'Mall Parking', 'Credit Card', 'Indoor Seating', 'Air Conditioned', 'Table booking recommended', 'Wheelchair Accessible",3.8,Good,131,156,-1,-1
Blue Tokai Coffee Roasters,Cafe,"B 6, Commercial Complex, Opposite Deer Park, Safdarjung, New Delhi",New Delhi,Safdarjung,28.55966262,77.19705496,"Safdarjung, New Delhi","Cafe, Coffee",7:30am to 11pm (Mon-Sun),900,2,"Lunch', 'Delivery', 'Credit Card', 'Debit Card', 'Dinner', 'Cash', 'Takeaway Available', 'Breakfast', 'Free Parking', 'Air Conditioned', 'Pet Friendly', 'Wheelchair Accessible', 'Indoor Seating', 'Smoking Area', 'Wifi",4,Very Good,77,107,1,-1
Blue Tokai Coffee Roasters,Cafe,"M 31, Ground Floor, Local Shopping Complex, Greater Kailash 2 (GK 2), New Delhi",New Delhi,Greater Kailash 2 (GK2),28.53315111,77.24164534,"Greater Kailash 2 (GK2), New Delhi","Cafe, Coffee",9 AM to 10 PM,900,2,"Dinner', 'Cash', 'Takeaway Available', 'Breakfast', 'Lunch', 'Delivery', 'Credit Card', 'Debit Card', 'Indoor Seating', 'Digital Payments Accepted",3.9,Good,38,74,-1,-1
The Coffee Bean & Tea Leaf,Cafe,"Ambience Mall, Ground Floor, Opposite Superdry, Vasant Kunj, New Delhi",New Delhi,"Ambience Mall, Vasant Kunj",28.54071793,77.1546841,"Ambience Mall, Vasant Kunj, New Delhi",Cafe,10 AM to 11 PM,550,2,"Cash', 'Credit Card', 'Debit Card', 'Delivery', 'Mall Parking', 'Takeaway Available', 'Lunch', 'Dinner', 'No Alcohol Available', 'Table booking not available', 'Outdoor Seating",3.6,Good,47,71,-1,-1
Blue Tokai Coffee Roasters,Cafe,"R 1, Ground Floor, Unit 1 & 2, Rectangle Building 1, Saket, New Delhi",New Delhi,Saket,28.52744162,77.21670214,"Saket, New Delhi","Cafe, Coffee","9am to 10pm (Mon-Sat),12noon to 10pm (Sun)",900,2,"Dinner', 'Takeaway Available', 'Lunch', 'Cash', 'Breakfast', 'Indoor Seating', 'Digital Payments Accepted', 'Table booking not available",3.8,Good,21,61,-1,-1
Coffee Bond,Cafe,"262, Westrend Marg, Saidulajab, Saket, New Delhi",New Delhi,Saket,28.51715415,77.19798535,"Saket, New Delhi","Cafe, Continental, Coffee",8:30 AM to 11 PM,750,2,"Lunch', 'Cash', 'Credit Card', 'Debit Card', 'Dinner', 'Takeaway Available', 'Outdoor Seating', 'Digital Payments Accepted', 'Wifi', 'Indoor Seating', 'Air Conditioned', 'Smoking Area', 'All Day Breakfast",3.3,Average,6,11,1,-1
AMA Cafe,Cafe,"House 6, New Colony, Majnu ka Tila, New Delhi",New Delhi,Majnu ka Tila,28.70258176,77.22841937,"Majnu ka Tila, New Delhi","Cafe, Juices",7 AM to 10 PM,450,1,"Dinner', 'Cash', 'Takeaway Available', 'Breakfast', 'Lunch', 'Credit Card', 'Debit Card', 'Indoor Seating', 'Air Conditioned', 'Wifi",4.5,Excellent,3749,8956,-1,-1
Chaina Ram Sindhi Confectioners,Sweet Shop,"6499, Fathepuri Chowk, Chandni Chowk, New Delhi",New Delhi,Chandni Chowk,28.65660978,77.22335,"Chandni Chowk, New Delhi","Mithai, Street Food",8 AM to 8:30 PM,200,1,"Takeaway Available', 'Credit Card', 'Cash', 'Debit Card', 'Indoor Seating', 'Desserts and Bakes', 'Sneakpeek', 'Pure Veg",4.2,Very Good,898,313,-1,-1
The Big Chill Cakery,Bakery,"3B, Main Market, Khan Market, New Delhi",New Delhi,Khan Market,28.599968,77.226019,"Khan Market, New Delhi",Bakery,8 AM to 12 Midnight,700,2,"Cash', 'Debit Card', 'Takeaway Available', 'Credit Card', 'No Alcohol Available', 'Air Conditioned', 'Indoor Seating', 'Desserts and Bakes",4.5,Excellent,1604,312,-1,-1
Giani's di Hatti,Quick Bites,"651/52, Church Mission Road, Fatehpuri, Chandni Chowk, New Delhi",New Delhi,Chandni Chowk,28.65793636,77.2233111,"Chandni Chowk, New Delhi",Street Food,8:30 AM to 11 PM,150,1,"Dinner', 'Cash', 'Lunch', 'Takeaway Available', 'Indoor Seating', 'Pure Veg', 'Air Conditioned",4.2,Very Good,1214,816,-1,-1
Rustique,Cafe,"Essex Farms, 4 Aurobindo Marg, Adchini, New Delhi",New Delhi,"Essex Farms, Adchini",28.54391709,77.20129553,"Essex Farms, Adchini, New Delhi","Cafe, Bakery, Desserts",9am to 11pm (Mon-Sun),700,2,"Dinner', 'Credit Card', 'Lunch', 'Cash', 'Debit Card', 'Free Parking', 'Fullbar', 'Indoor Seating', 'Air Conditioned', 'Desserts and Bakes', 'Valet Parking Available', 'Outdoor Seating', 'Free Wifi",4.4,Very Good,912,2851,-1,-1
"Elma's Bakery, Bar and Kitchen",Casual Dining,"31, 2nd Floor, Hauz Khas Village, New Delhi",New Delhi,Hauz Khas Village,28.55452972,77.19488874,"Hauz Khas Village, New Delhi","Continental, American, Italian, Bakery","Mon-Thu, Sun (10 AM to 11 PM), Fri-Sat (10 AM to 4 AM)",1200,3,"No Alcohol Available', 'Dinner', 'Delivery', 'Credit Card', 'Debit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Desserts and Bakes', 'Outdoor Seating', 'Indoor Seating', 'Air Conditioned', 'Smoking Area', 'Live Music', 'Pre-Ordering Required', 'Table booking recommended', 'Wifi",4,Very Good,2200,1668,-1,-1
Sugarama Patisserie,Bakery,"87, Shahpur Jat, New Delhi",New Delhi,Shahpur Jat,28.54937977,77.21476056,"Shahpur Jat, New Delhi","Bakery, Desserts",11am to 11pm (Mon-Sun),300,1,"Cash', 'Takeaway Available', 'Debit Card', 'Delivery', 'Credit Card', 'Indoor Seating', 'Desserts and Bakes",4.3,Very Good,729,674,1,-1
Kaleva,Quick Bites,"109, Bangla Saheb Marg, Gole Market, New Delhi",New Delhi,Gole Market,28.63325177,77.20852409,"Gole Market, New Delhi","North Indian, South Indian, Chinese, Fast Food, Street Food, Mithai",8:30 AM to 10:30 PM,350,1,"Dinner', 'Cash', 'Delivery', 'Breakfast', 'Lunch', 'Takeaway Available', 'Credit Card', 'Debit Card', 'Indoor Seating', 'Pure Veg', 'Desserts and Bakes', 'Air Conditioned', 'Wheelchair Accessible",4,Very Good,400,266,1,-1
Binge,Cafe,"A-7, Kailash Colony, New Delhi",New Delhi,Kailash Colony,28.55386298,77.24328283,"Kailash Colony, New Delhi","Cafe, Bakery, Desserts",10:30am to 11pm (Mon-Sun),450,1,"Cash', 'Debit Card', 'Dinner', 'No Alcohol Available', 'Credit Card', 'Takeaway Available', 'Lunch', 'Indoor Seating', 'Desserts and Bakes', 'Outdoor Seating', 'Air Conditioned', 'Table Reservation Not Required",4.2,Very Good,343,437,1,-1
Dessertvala,Bakery,"C-193, Greater Kailash 1 (GK1), New Delhi",New Delhi,Greater Kailash 1 (GK1),28.54933324,77.2366618,"Greater Kailash 1 (GK1), New Delhi","Bakery, Desserts","12noon to 11:30pm (Mon, Wed, Thu, Fri, Sat, Sun), Closed (Tue)",500,2,"Takeaway Available', 'Cash', 'Indoor Seating', 'Desserts and Bakes",4.4,Very Good,139,246,1,-1
Gopala,Sweet Shop,"C31, Main Market, Near HDFC Bank, Malviya Nagar, New Delhi",New Delhi,Malviya Nagar,28.5363128,77.21101217,"Malviya Nagar, New Delhi",Mithai,9 AM to 9:30 PM,300,1,"Cash', 'Debit Card', 'No Seating Available', 'Takeaway Available', 'Credit Card', 'Pure Veg', 'Desserts and Bakes",3.9,Good,110,201,-1,-1
Rainbows,Bakery,"Shop 2, AB-6, Community Center, Safdarjung Enclave, Safdarjung, New Delhi",New Delhi,Safdarjung,28.56584946,77.19905622,"Safdarjung, New Delhi","Bakery, Desserts, Fast Food",10 AM to 10 PM,300,1,"Cash', 'Takeaway Available', 'Breakfast', 'Standing Tables', 'Delivery', 'Credit Card', 'Debit Card', 'Air Conditioned', 'Desserts and Bakes",3.6,Good,119,171,1,-1
Kaptain Bakery,Bakery,"16 A, Basant Lok, Vasant Vihar, New Delhi",New Delhi,Vasant Vihar,28.55867847,77.16441583,"Vasant Vihar, New Delhi",Bakery,10 AM to 8 PM,500,2,"Cash', 'Debit Card', 'Takeaway Available', 'No Seating Available', 'Credit Card', 'Delivery', 'Wifi', 'Self Service', 'Desserts and Bakes', 'Digital Payments Accepted",4,Very Good,107,92,-1,-1
La Mia,Bakery,"S 353, Greater Kailash 2 (GK 2), New Delhi",New Delhi,Greater Kailash 2 (GK2),28.5305755,77.24569313,"Greater Kailash 2 (GK2), New Delhi","Desserts, Bakery, Beverages",9:30am to 11pm (Mon-Sun),400,1,"Delivery', 'Cash', 'Takeaway Available', 'Indoor Seating', 'Air Conditioned', 'Desserts and Bakes', 'Pre-Ordering Required",4.3,Very Good,90,91,1,-1
Ardor 2.1,Lounge,"N-55/56 & 88/89, Outer Circle, Connaught Place, New Delhi",New Delhi,Connaught Place,28.63020835,77.21956406,"Connaught Place, New Delhi","North Indian, Chinese, Continental, Italian",12:30 PM to 12:30 AM (Mon-Sun),1800,3,"Lunch', 'Credit Card', 'Dinner', 'Cash', 'Debit Card', 'Live Sports Screening', 'Valet Parking Available', 'Live Music', 'Romantic Dining', 'Free Wifi', 'Digital Payments Accepted', 'Axis Bank - Dining Delights', 'Hookah', 'Nightlife', 'Fullbar', 'Indoor Seating', 'Rooftop', 'Table booking recommended', 'Air Conditioned', 'Smoking Area",4.2,Very Good,3472,8419,1,-1
Warehouse Cafe,Lounge,"D 19/ 20, D Block, Inner Circle, Near Rajiv Chowk Metro Station Gate 3, Connaught Place, New Delhi",New Delhi,Connaught Place,28.6337385,77.22094104,"Connaught Place, New Delhi","American, Continental, Italian, North Indian, Asian, Salad, Juices, Momos",12 Noon to 1 AM,2100,4,"Lunch', 'Credit Card', 'Dinner', 'Cash', 'Debit Card', 'Live Sports Screening', 'Live Music', 'Above 18 Only', 'Air Conditioned', 'Hookah', 'Sneakpeek', 'Fullbar', 'Indoor Seating', 'Table booking recommended', 'Smoking Area",4.1,Very Good,9988,3413,-1,-1
Boa Village,Bar,"13, Alipur Road, Civil Lines, New Delhi",New Delhi,Civil Lines,28.67677727,77.22510617,"Civil Lines, New Delhi","Asian, Japanese, Korean, Chinese, Momos, Thai",11:30 AM to 12:30 AM,1500,3,"Lunch', 'Serves Alcohol', 'Cash', 'Takeaway Available', 'Debit Card', 'Dinner', 'Credit Card', 'Live Sports Screening', 'Fullbar', 'Indoor Seating', 'Air Conditioned', 'Smoking Area', 'Nightlife', 'Live Music', 'Rooftop', 'Free Wifi', 'Table Reservation Not Required', 'Private Dining Area Available', 'Wifi",4.4,Very Good,1805,2577,1,-1
Lazeez Affaire,Casual Dining,"6/48, Malcha Marg Market, Chanakyapuri, New Delhi",New Delhi,Chanakyapuri,28.60223135,77.18610618,"Chanakyapuri, New Delhi","North Indian, Mughlai",12 Noon to 12 Midnight,2000,4,"Cash', 'Credit Card', 'Debit Card', 'Delivery', 'Takeaway Available', 'Dinner', 'Lunch', 'Indoor Seating', 'Axis Bank - Dining Delights', 'Table booking recommended', 'Wifi', 'Fullbar', 'Air Conditioned', 'Wheelchair Accessible",4.8,Excellent,1707,1770,1,-1
